Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,季度,month,s/n,season,total_monthes,year
22,0,13,0,0,16,Electronics/appliances/semiconductor/instrumentation,6,0,344,4,4stage,10,11,autumn,14,2016
16,0,67,0,0,1,Finance/auditing/tax,3,2,239,35,4stage,10,12,autumn,14,2016
36,1,43,1,0,4,Engineering/machinery/energy,2,11,672,15,4stage,10,13,autumn,14,2016
8,0,65,0,0,0,HR,7,0,211,21,4stage,10,14,autumn,14,2016
8,0,6,0,0,1,Senior management,0,0,19,2,4stage,10,15,autumn,14,2016
5,0,19,3,0,0,Logistics/warehousing,16,5,363,29,4stage,10,16,autumn,14,2016
8,0,25,0,0,0,Art/graphics/Animation design,2,11,261,24,4stage,10,17,autumn,14,2016
2,1,0,0,0,2,Science & Technology,0,0,12,0,4stage,10,18,autumn,14,2016
0,0,0,0,0,0,Legal profession/law,0,0,6,3,4stage,10,19,autumn,14,2016
10,16,7,0,0,0,Education,0,0,239,5,4stage,10,20,autumn,14,2016
0,0,9,0,0,0,Hospital/medical/care,0,2,1445,3,4stage,10,21,autumn,14,2016
0,0,18,0,0,0,Counsel/consulting,13,0,578,3,4stage,10,22,autumn,14,2016
0,0,3,2,0,0,Transportation service,5,0,70,19,4stage,10,23,autumn,14,2016
3,0,2,0,0,0,Translation,0,0,32,0,4stage,10,24,autumn,14,2016
7,0,24,7,0,0,Construction/infrastructure/gardening,1,4,277,13,4stage,10,25,autumn,14,2016
9,0,107,2,0,1,Office administration/logistics,15,4,486,52,4stage,10,26,autumn,14,2016
3,0,45,2,0,0,Customer service and technical support,32,7,671,7,4stage,10,27,autumn,14,2016
7,0,8,0,0,0,Securities/finance/investment,0,0,212,11,4stage,10,28,autumn,14,2016
6,0,29,0,0,1,Insurance,17,0,465,5,4stage,10,29,autumn,14,2016
4,0,9,0,0,0,Production/operation,4,4,94,4,4stage,10,30,autumn,14,2016
12,0,10,0,0,1,QMS/safety/environmental protection,0,5,92,3,4stage,10,31,autumn,14,2016
7,0,5,15,0,0,Technical work,7,38,1293,86,4stage,10,32,autumn,14,2016
5,0,6,0,0,0,Procurement,0,0,15,0,4stage,10,33,autumn,14,2016
7,0,11,0,0,0,Trade,0,0,144,1,4stage,10,34,autumn,14,2016
27,1,10,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,4,0,302,2,4stage,10,35,autumn,14,2016
0,0,1,0,0,0,Advertising,0,0,5,1,4stage,10,36,autumn,14,2016
0,0,3,0,0,0,PRs and news media,0,0,13,2,4stage,10,37,autumn,14,2016
1,0,0,0,0,0,"Movies, TV and recreation",0,3,27,2,4stage,10,38,autumn,14,2016
3,0,1,0,0,0,Literature/screenwriting/writing,0,0,9,0,4stage,10,39,autumn,14,2016
0,0,13,0,0,0,Real property,2,0,203,16,4stage,10,40,autumn,14,2016
1,0,3,0,0,0,Property management,3,0,106,16,4stage,10,41,autumn,14,2016
0,0,0,3,0,0,Restaurants & recreation,4,1,489,62,4stage,10,42,autumn,14,2016
7,0,4,0,0,0,Hotels/tourism,3,0,115,16,4stage,10,43,autumn,14,2016
2,0,1,8,0,0,Beauty and personal care,0,0,152,5,4stage,10,44,autumn,14,2016
0,0,3,6,0,0,General merchandise/chains/retail,0,3,294,7,4stage,10,45,autumn,14,2016
0,0,2,0,0,0,Security/housekeeping/other,0,0,61,20,4stage,10,46,autumn,14,2016
27,0,39,0,0,1,Graduates,0,0,821,16,4stage,10,47,autumn,14,2016
11,0,60,3,0,2,Other,0,2,364,42,4stage,10,48,autumn,14,2016
0,0,50,0,0,0,,22,1,1105,65,4stage,11,1,autumn,15,2016
2,0,8,2,0,0,Computer software,0,0,69,7,4stage,11,2,autumn,15,2016
12,0,82,0,0,0,Sales management,10,4,1513,66,4stage,11,3,autumn,15,2016
6,0,61,2,0,0,market/marketing,17,13,1377,36,4stage,11,4,autumn,15,2016
5,0,95,2,0,0,Sales,37,10,2380,117,4stage,11,5,autumn,15,2016
0,0,3,0,0,0,Computer hardware,0,0,8,0,4stage,11,6,autumn,15,2016
1,0,11,0,0,1,Internet development and application,0,3,195,26,4stage,11,7,autumn,15,2016
1,0,4,0,0,0,IT-Management,0,0,19,4,4stage,11,8,autumn,15,2016
0,0,2,0,0,0,"IT-QM, technical support and more",0,0,9,1,4stage,11,9,autumn,15,2016
0,0,14,0,0,0,Communications technology,2,0,42,0,4stage,11,10,autumn,15,2016
12,0,10,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,1,121,6,4stage,11,11,autumn,15,2016
3,0,66,2,0,0,Finance/auditing/tax,2,10,173,4,4stage,11,12,autumn,15,2016
12,0,23,4,0,0,Engineering/machinery/energy,2,14,477,22,4stage,11,13,autumn,15,2016
5,0,67,0,0,0,HR,3,0,177,15,4stage,11,14,autumn,15,2016
2,0,3,0,0,0,Senior management,0,0,11,4,4stage,11,15,autumn,15,2016
1,0,15,1,0,0,Logistics/warehousing,11,4,162,17,4stage,11,16,autumn,15,2016
0,0,14,0,0,0,Art/graphics/Animation design,0,15,173,27,4stage,11,17,autumn,15,2016
0,0,0,0,0,0,Legal profession/law,0,0,10,5,4stage,11,18,autumn,15,2016
2,0,10,0,0,0,Education,0,0,54,0,4stage,11,19,autumn,15,2016
2,0,5,0,0,0,Hospital/medical/care,1,1,264,5,4stage,11,20,autumn,15,2016
0,0,3,0,0,0,Counsel/consulting,4,4,173,1,4stage,11,21,autumn,15,2016
0,0,1,2,0,0,Transportation service,5,0,37,7,4stage,11,22,autumn,15,2016
0,0,34,4,0,0,Construction/infrastructure/gardening,0,0,141,2,4stage,11,23,autumn,15,2016
4,0,0,0,0,0,Banking,0,0,40,0,4stage,11,24,autumn,15,2016
14,0,67,0,0,0,Office administration/logistics,4,10,364,58,4stage,11,25,autumn,15,2016
1,0,21,0,0,0,Customer service and technical support,21,1,707,7,4stage,11,26,autumn,15,2016
0,0,4,0,0,0,Securities/finance/investment,0,0,36,0,4stage,11,27,autumn,15,2016
6,0,15,0,0,0,Insurance,0,0,330,13,4stage,11,28,autumn,15,2016
3,0,11,6,0,1,Production/operation,1,2,116,10,4stage,11,29,autumn,15,2016
3,0,10,0,0,0,QMS/safety/environmental protection,0,8,67,4,4stage,11,30,autumn,15,2016
0,0,3,11,0,0,Technical work,4,26,951,74,4stage,11,31,autumn,15,2016
1,0,3,0,0,0,Procurement,0,2,13,0,4stage,11,32,autumn,15,2016
3,0,7,0,0,0,Trade,0,0,82,0,4stage,11,33,autumn,15,2016
5,0,6,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,0,0,121,42,4stage,11,34,autumn,15,2016
0,0,3,0,0,0,Advertising,0,0,3,0,4stage,11,35,autumn,15,2016
0,0,2,0,0,0,PRs and news media,0,0,4,0,4stage,11,36,autumn,15,2016
1,0,1,0,0,0,"Movies, TV and recreation",0,6,61,0,4stage,11,37,autumn,15,2016
0,0,13,0,0,0,Literature/screenwriting/writing,0,0,39,0,4stage,11,38,autumn,15,2016
0,0,14,0,0,0,Real property,3,1,157,8,4stage,11,39,autumn,15,2016
0,0,8,0,0,0,Property management,5,0,239,19,4stage,11,40,autumn,15,2016
0,0,2,13,0,0,Restaurants & recreation,8,9,757,83,4stage,11,41,autumn,15,2016
0,0,3,0,0,0,Hotels/tourism,4,0,28,3,4stage,11,42,autumn,15,2016
0,0,1,0,0,0,Beauty and personal care,0,0,104,8,4stage,11,43,autumn,15,2016
0,0,5,2,0,0,General merchandise/chains/retail,1,2,220,7,4stage,11,44,autumn,15,2016
0,0,1,2,0,0,Security/housekeeping/other,0,0,116,25,4stage,11,45,autumn,15,2016
4,0,17,0,0,0,Graduates,0,0,311,14,4stage,11,46,autumn,15,2016
8,0,60,3,0,0,Other,4,0,241,27,4stage,11,47,autumn,15,2016
2,0,26,0,0,0,,0,6,576,44,4stage,12,1,winter,16,2016
2,0,9,0,0,0,Computer software,0,0,47,1,4stage,12,2,winter,16,2016
4,0,51,0,0,0,Sales management,6,10,521,23,4stage,12,3,winter,16,2016
4,0,43,0,0,0,market/marketing,8,4,843,49,4stage,12,4,winter,16,2016
0,0,70,0,0,0,Sales,28,21,2023,73,4stage,12,5,winter,16,2016
0,0,1,0,0,0,Computer hardware,0,0,4,0,4stage,12,6,winter,16,2016
7,0,10,0,0,0,Internet development and application,0,0,142,22,4stage,12,7,winter,16,2016
0,0,4,0,0,0,"IT-QM, technical support and more",0,0,5,0,4stage,12,8,winter,16,2016
0,0,13,0,0,0,Communications technology,0,0,30,0,4stage,12,9,winter,16,2016
2,0,1,0,0,0,Electronics/appliances/semiconductor/instrumentation,11,2,192,0,4stage,12,10,winter,16,2016
9,0,43,0,0,0,Finance/auditing/tax,0,5,120,18,4stage,12,11,winter,16,2016
8,0,18,2,0,0,Engineering/machinery/energy,5,0,300,23,4stage,12,12,winter,16,2016
6,0,35,4,0,0,HR,1,0,125,3,4stage,12,13,winter,16,2016
2,0,1,0,0,0,Senior management,0,0,9,6,4stage,12,14,winter,16,2016
2,0,10,4,0,0,Logistics/warehousing,4,8,167,16,4stage,12,15,winter,16,2016
0,0,19,0,0,0,Art/graphics/Animation design,0,11,169,13,4stage,12,16,winter,16,2016
1,0,1,0,0,0,Science & Technology,0,0,3,0,4stage,12,17,winter,16,2016
2,0,0,0,0,0,Legal profession/law,0,0,2,0,4stage,12,18,winter,16,2016
2,0,1,0,0,1,Education,0,0,19,0,4stage,12,19,winter,16,2016
2,0,1,0,0,0,Hospital/medical/care,0,0,12,0,4stage,12,20,winter,16,2016
0,0,0,0,0,0,Counsel/consulting,1,0,9,1,4stage,12,21,winter,16,2016
0,0,0,2,0,0,Transportation service,0,0,29,9,4stage,12,22,winter,16,2016
4,0,15,0,0,0,Construction/infrastructure/gardening,0,5,199,1,4stage,12,23,winter,16,2016
1,0,35,1,0,0,Office administration/logistics,8,2,356,42,4stage,12,24,winter,16,2016
0,0,9,0,0,0,Customer service and technical support,10,6,170,8,4stage,12,25,winter,16,2016
0,0,5,0,0,0,Securities/finance/investment,0,0,126,0,4stage,12,26,winter,16,2016
0,0,16,2,0,0,Production/operation,5,7,142,5,4stage,12,27,winter,16,2016
3,0,6,0,0,0,QMS/safety/environmental protection,0,5,79,11,4stage,12,28,winter,16,2016
0,0,3,7,0,0,Technical work,7,15,744,68,4stage,12,29,winter,16,2016
0,0,0,0,0,0,Fashion/textile/furs,0,0,5,1,4stage,12,30,winter,16,2016
0,0,2,0,0,0,Procurement,0,0,3,0,4stage,12,31,winter,16,2016
8,0,0,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,0,69,24,4stage,12,32,winter,16,2016
2,0,1,0,0,0,Advertising,0,0,4,0,4stage,12,33,winter,16,2016
0,0,0,0,0,0,PRs and news media,0,3,21,0,4stage,12,34,winter,16,2016
0,0,12,0,0,0,Literature/screenwriting/writing,0,0,38,2,4stage,12,35,winter,16,2016
0,0,7,0,0,0,Real property,1,3,152,0,4stage,12,36,winter,16,2016
0,0,1,1,0,0,Property management,0,0,26,7,4stage,12,37,winter,16,2016
0,0,0,0,0,0,Restaurants & recreation,1,0,429,62,4stage,12,38,winter,16,2016
0,0,3,0,0,0,Hotels/tourism,3,0,26,1,4stage,12,39,winter,16,2016
0,0,1,1,0,0,Beauty and personal care,1,0,24,0,4stage,12,40,winter,16,2016
0,0,7,0,0,0,General merchandise/chains/retail,8,1,415,15,4stage,12,41,winter,16,2016
0,0,0,0,0,0,Security/housekeeping/other,0,0,40,16,4stage,12,42,winter,16,2016
1,0,10,0,0,0,Graduates,0,0,188,2,4stage,12,43,winter,16,2016
11,0,51,0,0,0,Other,5,6,553,29,4stage,12,44,winter,16,2016
2,0,6,0,0,0,,0,0,60,8,1stage,1,1,winter,17,2017
3,0,0,0,0,2,Computer software,0,0,15,0,1stage,1,2,winter,17,2017
2,0,11,0,0,0,Sales management,0,0,78,0,1stage,1,3,winter,17,2017
0,0,5,0,0,0,market/marketing,0,0,31,2,1stage,1,4,winter,17,2017
0,0,2,0,0,0,Sales,0,0,180,12,1stage,1,5,winter,17,2017
0,0,2,0,0,0,Internet development and application,0,0,4,0,1stage,1,6,winter,17,2017
0,0,2,0,0,0,"IT-QM, technical support and more",0,2,10,0,1stage,1,7,winter,17,2017
3,0,0,6,0,0,Electronics/appliances/semiconductor/instrumentation,0,0,127,0,1stage,1,8,winter,17,2017
4,0,6,0,0,0,Finance/auditing/tax,0,0,26,1,1stage,1,9,winter,17,2017
5,0,7,3,0,0,Engineering/machinery/energy,3,2,131,2,1stage,1,10,winter,17,2017
0,0,0,0,0,0,HR,0,0,2,2,1stage,1,11,winter,17,2017
2,0,0,0,0,0,Senior management,0,0,4,2,1stage,1,12,winter,17,2017
0,0,1,0,0,0,Logistics/warehousing,0,2,5,0,1stage,1,13,winter,17,2017
0,0,0,0,0,0,Art/graphics/Animation design,0,0,6,2,1stage,1,14,winter,17,2017
0,0,0,0,0,2,Science & Technology,0,0,4,0,1stage,1,15,winter,17,2017
1,0,0,0,0,0,Legal profession/law,0,0,3,1,1stage,1,16,winter,17,2017
0,0,0,0,0,1,Education,0,0,6,0,1stage,1,17,winter,17,2017
0,0,0,0,0,0,Hospital/medical/care,0,0,10,2,1stage,1,18,winter,17,2017
0,0,0,0,0,0,Counsel/consulting,0,0,1,1,1stage,1,19,winter,17,2017
0,0,0,0,0,0,Transportation service,1,0,7,3,1stage,1,20,winter,17,2017
2,0,0,0,0,0,Translation,0,0,2,0,1stage,1,21,winter,17,2017
0,0,3,0,0,0,Construction/infrastructure/gardening,0,0,4,0,1stage,1,22,winter,17,2017
1,0,3,0,0,0,Office administration/logistics,0,0,32,6,1stage,1,23,winter,17,2017
0,0,2,0,0,0,Production/operation,0,0,4,0,1stage,1,24,winter,17,2017
0,0,2,0,0,0,QMS/safety/environmental protection,0,0,2,0,1stage,1,25,winter,17,2017
0,0,4,1,0,0,Technical work,0,3,110,7,1stage,1,26,winter,17,2017
0,0,0,0,0,0,Property management,1,0,9,3,1stage,1,27,winter,17,2017
0,0,1,0,0,0,Restaurants & recreation,0,0,134,17,1stage,1,28,winter,17,2017
0,0,2,0,0,0,Hotels/tourism,0,0,4,0,1stage,1,29,winter,17,2017
0,0,0,0,0,0,Beauty and personal care,2,0,40,0,1stage,1,30,winter,17,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,16,6,1stage,1,31,winter,17,2017
0,0,2,0,0,0,Graduates,0,0,15,0,1stage,1,32,winter,17,2017
1,0,8,0,0,0,Other,3,0,63,4,1stage,1,33,winter,17,2017
6,0,247,0,0,0,,53,16,3925,179,1stage,2,1,winter,18,2017
36,0,74,1,0,6,Computer software,1,0,701,7,1stage,2,2,winter,18,2017
54,0,677,5,0,0,Sales management,133,49,12741,437,1stage,2,3,winter,18,2017
66,0,522,14,0,0,market/marketing,166,69,10462,324,1stage,2,4,winter,18,2017
10,0,609,22,0,0,Sales,209,101,19672,591,1stage,2,5,winter,18,2017
2,0,6,0,0,0,Computer hardware,0,0,48,7,1stage,2,6,winter,18,2017
4,0,92,0,0,0,Internet development and application,2,0,567,53,1stage,2,7,winter,18,2017
1,0,26,0,0,0,IT-Management,0,0,61,8,1stage,2,8,winter,18,2017
25,0,47,0,0,0,"IT-QM, technical support and more",2,2,292,12,1stage,2,9,winter,18,2017
0,0,26,0,0,0,Communications technology,0,3,213,1,1stage,2,10,winter,18,2017
22,0,40,16,0,0,Electronics/appliances/semiconductor/instrumentation,1,35,2155,22,1stage,2,11,winter,18,2017
58,0,477,1,0,0,Finance/auditing/tax,21,28,1336,202,1stage,2,12,winter,18,2017
69,0,158,3,0,0,Engineering/machinery/energy,9,10,1160,71,1stage,2,13,winter,18,2017
63,0,314,0,0,0,HR,11,1,1498,113,1stage,2,14,winter,18,2017
15,0,39,0,0,0,Senior management,5,0,188,28,1stage,2,15,winter,18,2017
8,0,91,25,0,0,Logistics/warehousing,63,62,1309,178,1stage,2,16,winter,18,2017
48,0,183,0,0,0,Art/graphics/Animation design,9,19,1104,86,1stage,2,17,winter,18,2017
10,0,0,0,0,3,Science & Technology,0,0,43,1,1stage,2,18,winter,18,2017
2,0,4,0,0,0,Legal profession/law,0,0,21,6,1stage,2,19,winter,18,2017
112,0,70,0,0,28,Education,0,0,1369,23,1stage,2,20,winter,18,2017
6,0,74,0,0,0,Hospital/medical/care,3,1,2560,78,1stage,2,21,winter,18,2017
15,0,67,0,0,0,Counsel/consulting,27,6,1543,42,1stage,2,22,winter,18,2017
0,0,14,19,0,0,Transportation service,32,2,519,95,1stage,2,23,winter,18,2017
11,0,20,0,0,0,Translation,0,0,37,1,1stage,2,24,winter,18,2017
20,0,188,1,0,0,Construction/infrastructure/gardening,14,13,1751,124,1stage,2,25,winter,18,2017
0,0,4,0,0,0,Banking,0,0,24,0,1stage,2,26,winter,18,2017
44,0,678,6,0,0,Office administration/logistics,58,61,3505,387,1stage,2,27,winter,18,2017
7,0,296,3,0,0,Customer service and technical support,52,24,3334,129,1stage,2,28,winter,18,2017
2,0,58,0,0,0,Securities/finance/investment,0,3,1186,15,1stage,2,29,winter,18,2017
8,0,10,0,0,0,Insurance,9,0,508,12,1stage,2,30,winter,18,2017
12,0,111,14,0,0,Production/operation,12,18,2113,117,1stage,2,31,winter,18,2017
12,0,44,2,0,0,QMS/safety/environmental protection,7,6,183,7,1stage,2,32,winter,18,2017
2,0,22,80,0,0,Technical work,42,13,4348,349,1stage,2,33,winter,18,2017
2,0,0,0,0,0,Fashion/textile/furs,0,0,8,2,1stage,2,34,winter,18,2017
0,0,81,0,0,0,Procurement,21,0,474,29,1stage,2,35,winter,18,2017
11,0,40,0,0,0,Trade,0,1,277,8,1stage,2,36,winter,18,2017
13,0,11,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,5,0,269,50,1stage,2,37,winter,18,2017
13,0,19,0,0,0,Advertising,0,0,71,5,1stage,2,38,winter,18,2017
0,0,14,0,0,0,PRs and news media,0,5,88,1,1stage,2,39,winter,18,2017
0,0,19,0,0,0,"Movies, TV and recreation",0,0,42,9,1stage,2,40,winter,18,2017
14,0,35,0,0,0,Literature/screenwriting/writing,0,0,125,8,1stage,2,41,winter,18,2017
5,0,33,2,0,0,Real property,11,5,2319,101,1stage,2,42,winter,18,2017
4,0,32,8,0,0,Property management,9,3,452,57,1stage,2,43,winter,18,2017
0,0,26,25,0,0,Restaurants & recreation,31,1,2166,235,1stage,2,44,winter,18,2017
0,0,45,6,0,0,Hotels/tourism,9,0,341,51,1stage,2,45,winter,18,2017
0,0,6,24,0,0,Beauty and personal care,52,18,2193,58,1stage,2,46,winter,18,2017
1,0,49,2,0,0,General merchandise/chains/retail,74,20,1879,71,1stage,2,47,winter,18,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,400,89,1stage,2,48,winter,18,2017
18,0,55,0,0,0,Graduates,0,2,930,33,1stage,2,49,winter,18,2017
56,0,260,26,0,0,Other,67,22,2956,258,1stage,2,50,winter,18,2017
0,0,211,0,0,0,,26,11,2840,132,1stage,3,1,spring,19,2017
16,0,22,0,0,0,Computer software,1,0,229,2,1stage,3,2,spring,19,2017
41,0,399,2,0,0,Sales management,51,21,4444,198,1stage,3,3,spring,19,2017
13,0,269,4,0,0,market/marketing,107,37,4139,133,1stage,3,4,spring,19,2017
10,0,352,4,0,0,Sales,119,53,9293,341,1stage,3,5,spring,19,2017
5,0,12,0,0,0,Computer hardware,0,0,42,1,1stage,3,6,spring,19,2017
1,0,20,0,0,0,Internet development and application,0,0,320,44,1stage,3,7,spring,19,2017
0,0,12,0,0,0,IT-Management,0,0,36,4,1stage,3,8,spring,19,2017
22,0,39,0,0,0,"IT-QM, technical support and more",2,3,234,17,1stage,3,9,spring,19,2017
0,0,27,0,0,0,Communications technology,2,1,208,3,1stage,3,10,spring,19,2017
23,0,65,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,10,622,9,1stage,3,11,spring,19,2017
35,0,238,0,0,1,Finance/auditing/tax,8,13,824,103,1stage,3,12,spring,19,2017
34,0,72,0,0,0,Engineering/machinery/energy,6,5,597,44,1stage,3,13,spring,19,2017
16,0,244,4,0,0,HR,10,3,1102,59,1stage,3,14,spring,19,2017
8,0,22,0,0,0,Senior management,7,0,134,8,1stage,3,15,spring,19,2017
4,0,67,4,0,0,Logistics/warehousing,47,13,677,76,1stage,3,16,spring,19,2017
17,0,89,0,0,0,Art/graphics/Animation design,0,21,635,52,1stage,3,17,spring,19,2017
4,0,3,0,0,1,Science & Technology,0,0,33,0,1stage,3,18,spring,19,2017
0,0,2,0,0,0,Legal profession/law,0,0,24,10,1stage,3,19,spring,19,2017
18,0,25,0,0,11,Education,0,1,196,6,1stage,3,20,spring,19,2017
1,0,19,0,0,0,Hospital/medical/care,0,3,198,18,1stage,3,21,spring,19,2017
7,0,27,0,0,0,Counsel/consulting,14,5,845,26,1stage,3,22,spring,19,2017
0,0,10,0,0,0,Transportation service,6,8,164,39,1stage,3,23,spring,19,2017
4,0,8,0,0,0,Translation,0,0,15,0,1stage,3,24,spring,19,2017
14,0,131,1,0,0,Construction/infrastructure/gardening,5,15,1037,55,1stage,3,25,spring,19,2017
0,0,2,0,0,0,Banking,0,0,12,0,1stage,3,26,spring,19,2017
20,0,348,1,0,0,Office administration/logistics,40,22,1971,217,1stage,3,27,spring,19,2017
2,0,141,1,0,0,Customer service and technical support,58,29,2095,90,1stage,3,28,spring,19,2017
0,0,19,0,0,0,Securities/finance/investment,1,7,578,6,1stage,3,29,spring,19,2017
2,0,17,0,0,0,Insurance,16,0,553,10,1stage,3,30,spring,19,2017
6,0,55,16,0,0,Production/operation,13,17,1115,54,1stage,3,31,spring,19,2017
7,0,22,2,0,0,QMS/safety/environmental protection,2,5,126,11,1stage,3,32,spring,19,2017
2,0,22,42,0,0,Technical work,15,15,1861,134,1stage,3,33,spring,19,2017
2,0,46,0,0,0,Procurement,7,0,236,28,1stage,3,34,spring,19,2017
8,0,25,0,0,0,Trade,0,0,167,3,1stage,3,35,spring,19,2017
5,0,15,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,1,0,123,5,1stage,3,36,spring,19,2017
3,0,7,0,0,0,Advertising,0,0,30,4,1stage,3,37,spring,19,2017
0,0,10,0,0,0,PRs and news media,2,6,172,3,1stage,3,38,spring,19,2017
0,0,8,0,0,0,"Movies, TV and recreation",0,0,34,5,1stage,3,39,spring,19,2017
5,0,34,0,0,0,Literature/screenwriting/writing,0,0,104,9,1stage,3,40,spring,19,2017
5,0,34,0,0,0,Real property,10,1,2188,59,1stage,3,41,spring,19,2017
0,0,7,0,0,0,Property management,15,0,256,36,1stage,3,42,spring,19,2017
0,0,29,10,0,0,Restaurants & recreation,9,1,987,109,1stage,3,43,spring,19,2017
0,0,16,3,0,0,Hotels/tourism,7,0,163,29,1stage,3,44,spring,19,2017
0,0,3,7,0,0,Beauty and personal care,3,7,471,31,1stage,3,45,spring,19,2017
0,0,23,1,0,0,General merchandise/chains/retail,27,8,428,14,1stage,3,46,spring,19,2017
0,0,1,0,0,0,Security/housekeeping/other,2,0,155,39,1stage,3,47,spring,19,2017
9,0,42,0,0,0,Graduates,2,1,660,23,1stage,3,48,spring,19,2017
20,0,181,25,0,0,Other,31,9,1438,99,1stage,3,49,spring,19,2017
0,0,127,0,0,0,,35,7,3871,41,2stage,4,1,spring,20,2017
10,0,9,0,0,0,Computer software,0,0,46,0,2stage,4,2,spring,20,2017
16,0,179,3,0,0,Sales management,22,15,2693,96,2stage,4,3,spring,20,2017
5,0,87,1,0,1,market/marketing,51,18,1859,89,2stage,4,4,spring,20,2017
1,0,160,0,0,0,Sales,77,25,4783,171,2stage,4,5,spring,20,2017
2,0,7,0,0,0,Computer hardware,0,0,16,0,2stage,4,6,spring,20,2017
2,0,26,0,0,0,Internet development and application,0,0,96,5,2stage,4,7,spring,20,2017
0,0,4,0,0,0,IT-Management,0,0,8,0,2stage,4,8,spring,20,2017
1,0,11,0,0,0,"IT-QM, technical support and more",1,2,133,28,2stage,4,9,spring,20,2017
1,0,1,0,0,0,Communications technology,0,0,29,2,2stage,4,10,spring,20,2017
4,0,16,1,0,0,Electronics/appliances/semiconductor/instrumentation,2,1,158,0,2stage,4,11,spring,20,2017
8,0,101,0,0,0,Finance/auditing/tax,4,5,343,51,2stage,4,12,spring,20,2017
43,0,19,0,0,5,Engineering/machinery/energy,2,4,285,33,2stage,4,13,spring,20,2017
6,0,121,0,0,0,HR,5,0,512,16,2stage,4,14,spring,20,2017
2,0,11,0,0,0,Senior management,0,0,22,0,2stage,4,15,spring,20,2017
0,0,18,3,0,0,Logistics/warehousing,21,3,305,32,2stage,4,16,spring,20,2017
1,0,34,0,0,0,Art/graphics/Animation design,4,6,210,23,2stage,4,17,spring,20,2017
2,0,0,0,0,0,Science & Technology,0,0,2,0,2stage,4,18,spring,20,2017
0,0,1,0,0,0,Legal profession/law,0,0,16,7,2stage,4,19,spring,20,2017
31,0,11,0,0,0,Education,4,0,417,3,2stage,4,20,spring,20,2017
0,0,2,0,0,0,Hospital/medical/care,0,0,438,8,2stage,4,21,spring,20,2017
0,0,21,0,0,0,Counsel/consulting,13,3,588,8,2stage,4,22,spring,20,2017
0,0,0,4,0,0,Transportation service,10,0,113,17,2stage,4,23,spring,20,2017
3,0,0,0,0,0,Translation,0,0,6,0,2stage,4,24,spring,20,2017
14,0,80,0,0,0,Construction/infrastructure/gardening,4,5,443,28,2stage,4,25,spring,20,2017
16,0,146,0,0,0,Office administration/logistics,19,16,1082,77,2stage,4,26,spring,20,2017
2,0,72,0,0,0,Customer service and technical support,28,17,978,32,2stage,4,27,spring,20,2017
3,0,3,0,0,0,Securities/finance/investment,0,0,109,4,2stage,4,28,spring,20,2017
4,0,14,0,0,0,Insurance,17,0,399,7,2stage,4,29,spring,20,2017
4,0,16,5,0,0,Production/operation,4,2,226,10,2stage,4,30,spring,20,2017
1,0,9,0,0,0,QMS/safety/environmental protection,2,4,87,7,2stage,4,31,spring,20,2017
0,0,0,17,0,0,Technical work,14,17,902,34,2stage,4,32,spring,20,2017
0,0,1,0,0,0,Fashion/textile/furs,2,0,3,0,2stage,4,33,spring,20,2017
0,0,4,0,0,0,Procurement,1,1,14,2,2stage,4,34,spring,20,2017
5,0,6,0,0,0,Trade,0,0,135,2,2stage,4,35,spring,20,2017
6,0,6,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,0,49,0,2stage,4,36,spring,20,2017
0,0,5,0,0,0,Advertising,0,0,68,18,2stage,4,37,spring,20,2017
0,0,2,0,0,0,PRs and news media,0,4,38,0,2stage,4,38,spring,20,2017
0,0,0,0,0,0,"Movies, TV and recreation",0,0,3,2,2stage,4,39,spring,20,2017
1,0,6,0,0,0,Literature/screenwriting/writing,0,0,44,15,2stage,4,40,spring,20,2017
0,0,12,0,0,0,Real property,0,1,1095,25,2stage,4,41,spring,20,2017
1,0,2,0,0,0,Property management,7,0,132,12,2stage,4,42,spring,20,2017
0,0,8,3,0,0,Restaurants & recreation,2,1,412,53,2stage,4,43,spring,20,2017
0,0,21,2,0,0,Hotels/tourism,6,2,166,9,2stage,4,44,spring,20,2017
0,0,1,7,0,0,Beauty and personal care,2,0,145,7,2stage,4,45,spring,20,2017
2,0,8,0,0,0,General merchandise/chains/retail,17,0,147,8,2stage,4,46,spring,20,2017
0,0,0,5,0,0,Security/housekeeping/other,0,0,108,26,2stage,4,47,spring,20,2017
3,0,23,0,0,0,Graduates,1,2,264,3,2stage,4,48,spring,20,2017
16,0,66,3,0,1,Other,18,6,801,73,2stage,4,49,spring,20,2017
1,0,65,0,0,0,,33,1,1216,38,2stage,5,1,spring,21,2017
2,0,2,0,0,0,Computer software,0,0,13,0,2stage,5,2,spring,21,2017
