Sector,month,total_monthes,国内生产总值,第一产业,第三产业,第二产业
market/marketing,4,20,200558.7,13333,104097.2,83128.5
Sales,4,20,200558.7,13333,104097.2,83128.5
Computer hardware,4,20,200558.7,13333,104097.2,83128.5
Internet development and application,4,20,200558.7,13333,104097.2,83128.5
IT-Management,4,20,200558.7,13333,104097.2,83128.5
"IT-QM, technical support and more",4,20,200558.7,13333,104097.2,83128.5
Communications technology,4,20,200558.7,13333,104097.2,83128.5
Electronics/appliances/semiconductor/instrumentation,4,20,200558.7,13333,104097.2,83128.5
Finance/auditing/tax,4,20,200558.7,13333,104097.2,83128.5
Engineering/machinery/energy,4,20,200558.7,13333,104097.2,83128.5
HR,4,20,200558.7,13333,104097.2,83128.5
Senior management,4,20,200558.7,13333,104097.2,83128.5
Logistics/warehousing,4,20,200558.7,13333,104097.2,83128.5
Art/graphics/Animation design,4,20,200558.7,13333,104097.2,83128.5
Science & Technology,4,20,200558.7,13333,104097.2,83128.5
Legal profession/law,4,20,200558.7,13333,104097.2,83128.5
Education,4,20,200558.7,13333,104097.2,83128.5
Hospital/medical/care,4,20,200558.7,13333,104097.2,83128.5
Counsel/consulting,4,20,200558.7,13333,104097.2,83128.5
Transportation service,4,20,200558.7,13333,104097.2,83128.5
Translation,4,20,200558.7,13333,104097.2,83128.5
Construction/infrastructure/gardening,4,20,200558.7,13333,104097.2,83128.5
Office administration/logistics,4,20,200558.7,13333,104097.2,83128.5
Customer service and technical support,4,20,200558.7,13333,104097.2,83128.5
Securities/finance/investment,4,20,200558.7,13333,104097.2,83128.5
Insurance,4,20,200558.7,13333,104097.2,83128.5
Production/operation,4,20,200558.7,13333,104097.2,83128.5
QMS/safety/environmental protection,4,20,200558.7,13333,104097.2,83128.5
Technical work,4,20,200558.7,13333,104097.2,83128.5
Fashion/textile/furs,4,20,200558.7,13333,104097.2,83128.5
Procurement,4,20,200558.7,13333,104097.2,83128.5
Trade,4,20,200558.7,13333,104097.2,83128.5
Biology/chemicals/pharmaceuticals/medical equipment,4,20,200558.7,13333,104097.2,83128.5
Advertising,4,20,200558.7,13333,104097.2,83128.5
PRs and news media,4,20,200558.7,13333,104097.2,83128.5
"Movies, TV and recreation",4,20,200558.7,13333,104097.2,83128.5
Literature/screenwriting/writing,4,20,200558.7,13333,104097.2,83128.5
Real property,4,20,200558.7,13333,104097.2,83128.5
Property management,4,20,200558.7,13333,104097.2,83128.5
Restaurants & recreation,4,20,200558.7,13333,104097.2,83128.5
Hotels/tourism,4,20,200558.7,13333,104097.2,83128.5
Beauty and personal care,4,20,200558.7,13333,104097.2,83128.5
General merchandise/chains/retail,4,20,200558.7,13333,104097.2,83128.5
Security/housekeeping/other,4,20,200558.7,13333,104097.2,83128.5
Graduates,4,20,200558.7,13333,104097.2,83128.5
Other,4,20,200558.7,13333,104097.2,83128.5
,5,21,200558.7,13333,104097.2,83128.5
Computer software,5,21,200558.7,13333,104097.2,83128.5
Sales management,5,21,200558.7,13333,104097.2,83128.5
market/marketing,5,21,200558.7,13333,104097.2,83128.5
Sales,5,21,200558.7,13333,104097.2,83128.5
Computer hardware,5,21,200558.7,13333,104097.2,83128.5
Internet development and application,5,21,200558.7,13333,104097.2,83128.5
IT-Management,5,21,200558.7,13333,104097.2,83128.5
"IT-QM, technical support and more",5,21,200558.7,13333,104097.2,83128.5
Communications technology,5,21,200558.7,13333,104097.2,83128.5
Electronics/appliances/semiconductor/instrumentation,5,21,200558.7,13333,104097.2,83128.5
Finance/auditing/tax,5,21,200558.7,13333,104097.2,83128.5
Engineering/machinery/energy,5,21,200558.7,13333,104097.2,83128.5
HR,5,21,200558.7,13333,104097.2,83128.5
Senior management,5,21,200558.7,13333,104097.2,83128.5
Logistics/warehousing,5,21,200558.7,13333,104097.2,83128.5
Art/graphics/Animation design,5,21,200558.7,13333,104097.2,83128.5
Science & Technology,5,21,200558.7,13333,104097.2,83128.5
Legal profession/law,5,21,200558.7,13333,104097.2,83128.5
Education,5,21,200558.7,13333,104097.2,83128.5
Hospital/medical/care,5,21,200558.7,13333,104097.2,83128.5
Counsel/consulting,5,21,200558.7,13333,104097.2,83128.5
Transportation service,5,21,200558.7,13333,104097.2,83128.5
Translation,5,21,200558.7,13333,104097.2,83128.5
Construction/infrastructure/gardening,5,21,200558.7,13333,104097.2,83128.5
Banking,5,21,200558.7,13333,104097.2,83128.5
Office administration/logistics,5,21,200558.7,13333,104097.2,83128.5
Customer service and technical support,5,21,200558.7,13333,104097.2,83128.5
Securities/finance/investment,5,21,200558.7,13333,104097.2,83128.5
Insurance,5,21,200558.7,13333,104097.2,83128.5
Production/operation,5,21,200558.7,13333,104097.2,83128.5
QMS/safety/environmental protection,5,21,200558.7,13333,104097.2,83128.5
Technical work,5,21,200558.7,13333,104097.2,83128.5
Procurement,5,21,200558.7,13333,104097.2,83128.5
Trade,5,21,200558.7,13333,104097.2,83128.5
Biology/chemicals/pharmaceuticals/medical equipment,5,21,200558.7,13333,104097.2,83128.5
Advertising,5,21,200558.7,13333,104097.2,83128.5
PRs and news media,5,21,200558.7,13333,104097.2,83128.5
"Movies, TV and recreation",5,21,200558.7,13333,104097.2,83128.5
Literature/screenwriting/writing,5,21,200558.7,13333,104097.2,83128.5
Real property,5,21,200558.7,13333,104097.2,83128.5
Property management,5,21,200558.7,13333,104097.2,83128.5
Restaurants & recreation,5,21,200558.7,13333,104097.2,83128.5
Hotels/tourism,5,21,200558.7,13333,104097.2,83128.5
Beauty and personal care,5,21,200558.7,13333,104097.2,83128.5
General merchandise/chains/retail,5,21,200558.7,13333,104097.2,83128.5
Security/housekeeping/other,5,21,200558.7,13333,104097.2,83128.5
Graduates,5,21,200558.7,13333,104097.2,83128.5
Other,5,21,200558.7,13333,104097.2,83128.5
,6,22,200558.7,13333,104097.2,83128.5
Computer software,6,22,200558.7,13333,104097.2,83128.5
Sales management,6,22,200558.7,13333,104097.2,83128.5
market/marketing,6,22,200558.7,13333,104097.2,83128.5
Sales,6,22,200558.7,13333,104097.2,83128.5
Computer hardware,6,22,200558.7,13333,104097.2,83128.5
Internet development and application,6,22,200558.7,13333,104097.2,83128.5
IT-Management,6,22,200558.7,13333,104097.2,83128.5
"IT-QM, technical support and more",6,22,200558.7,13333,104097.2,83128.5
Communications technology,6,22,200558.7,13333,104097.2,83128.5
Electronics/appliances/semiconductor/instrumentation,6,22,200558.7,13333,104097.2,83128.5
Finance/auditing/tax,6,22,200558.7,13333,104097.2,83128.5
Engineering/machinery/energy,6,22,200558.7,13333,104097.2,83128.5
HR,6,22,200558.7,13333,104097.2,83128.5
Senior management,6,22,200558.7,13333,104097.2,83128.5
Logistics/warehousing,6,22,200558.7,13333,104097.2,83128.5
Art/graphics/Animation design,6,22,200558.7,13333,104097.2,83128.5
Science & Technology,6,22,200558.7,13333,104097.2,83128.5
Legal profession/law,6,22,200558.7,13333,104097.2,83128.5
Education,6,22,200558.7,13333,104097.2,83128.5
Hospital/medical/care,6,22,200558.7,13333,104097.2,83128.5
,9,25,211595.5,19242.1,107120.5,85233
Advertising,9,25,211595.5,19242.1,107120.5,85233
Art/graphics/Animation design,9,25,211595.5,19242.1,107120.5,85233
Communications technology,9,25,211595.5,19242.1,107120.5,85233
Computer hardware,9,25,211595.5,19242.1,107120.5,85233
Computer software,9,25,211595.5,19242.1,107120.5,85233
Construction/infrastructure/gardening,9,25,211595.5,19242.1,107120.5,85233
Counsel/consulting,9,25,211595.5,19242.1,107120.5,85233
Customer service and technical support,9,25,211595.5,19242.1,107120.5,85233
Education,9,25,211595.5,19242.1,107120.5,85233
Electronics/appliances/semiconductor/instrumentation,9,25,211595.5,19242.1,107120.5,85233
Engineering/machinery/energy,9,25,211595.5,19242.1,107120.5,85233
Finance/auditing/tax,9,25,211595.5,19242.1,107120.5,85233
Graduates,9,25,211595.5,19242.1,107120.5,85233
HR,9,25,211595.5,19242.1,107120.5,85233
Hospital/medical/care,9,25,211595.5,19242.1,107120.5,85233
IT-Management,9,25,211595.5,19242.1,107120.5,85233
"IT-QM, technical support and more",9,25,211595.5,19242.1,107120.5,85233
Insurance,9,25,211595.5,19242.1,107120.5,85233
Internet development and application,9,25,211595.5,19242.1,107120.5,85233
Legal profession/law,9,25,211595.5,19242.1,107120.5,85233
Literature/screenwriting/writing,9,25,211595.5,19242.1,107120.5,85233
"Movies, TV and recreation",9,25,211595.5,19242.1,107120.5,85233
PRs and news media,9,25,211595.5,19242.1,107120.5,85233
Procurement,9,25,211595.5,19242.1,107120.5,85233
Property management,9,25,211595.5,19242.1,107120.5,85233
Real property,9,25,211595.5,19242.1,107120.5,85233
Securities/finance/investment,9,25,211595.5,19242.1,107120.5,85233
Senior management,9,25,211595.5,19242.1,107120.5,85233
Trade,9,25,211595.5,19242.1,107120.5,85233
Translation,9,25,211595.5,19242.1,107120.5,85233
Banking,9,25,211595.5,19242.1,107120.5,85233
General merchandise/chains/retail,9,25,211595.5,19242.1,107120.5,85233
Hotels/tourism,9,25,211595.5,19242.1,107120.5,85233
QMS/safety/environmental protection,9,25,211595.5,19242.1,107120.5,85233
Sales management,9,25,211595.5,19242.1,107120.5,85233
Biology/chemicals/pharmaceuticals/medical equipment,9,25,211595.5,19242.1,107120.5,85233
Restaurants & recreation,9,25,211595.5,19242.1,107120.5,85233
Security/housekeeping/other,9,25,211595.5,19242.1,107120.5,85233
Beauty and personal care,9,25,211595.5,19242.1,107120.5,85233
Logistics/warehousing,9,25,211595.5,19242.1,107120.5,85233
Sales,9,25,211595.5,19242.1,107120.5,85233
market/marketing,9,25,211595.5,19242.1,107120.5,85233
Transportation service,9,25,211595.5,19242.1,107120.5,85233
Technical work,9,25,211595.5,19242.1,107120.5,85233
Production/operation,9,25,211595.5,19242.1,107120.5,85233
Other,9,25,211595.5,19242.1,107120.5,85233
Office administration/logistics,9,25,211595.5,19242.1,107120.5,85233
Science & Technology,9,25,211595.5,19242.1,107120.5,85233
,10,26,234582.2,24238.5,114166.9,96176.7
Advertising,10,26,234582.2,24238.5,114166.9,96176.7
Banking,10,26,234582.2,24238.5,114166.9,96176.7
Communications technology,10,26,234582.2,24238.5,114166.9,96176.7
Customer service and technical support,10,26,234582.2,24238.5,114166.9,96176.7
Fashion/textile/furs,10,26,234582.2,24238.5,114166.9,96176.7
"IT-QM, technical support and more",10,26,234582.2,24238.5,114166.9,96176.7
Insurance,10,26,234582.2,24238.5,114166.9,96176.7
Literature/screenwriting/writing,10,26,234582.2,24238.5,114166.9,96176.7
"Movies, TV and recreation",10,26,234582.2,24238.5,114166.9,96176.7
PRs and news media,10,26,234582.2,24238.5,114166.9,96176.7
QMS/safety/environmental protection,10,26,234582.2,24238.5,114166.9,96176.7
Real property,10,26,234582.2,24238.5,114166.9,96176.7
Sales management,10,26,234582.2,24238.5,114166.9,96176.7
Trade,10,26,234582.2,24238.5,114166.9,96176.7
Translation,10,26,234582.2,24238.5,114166.9,96176.7
market/marketing,10,26,234582.2,24238.5,114166.9,96176.7
Property management,10,26,234582.2,24238.5,114166.9,96176.7
General merchandise/chains/retail,10,26,234582.2,24238.5,114166.9,96176.7
Hotels/tourism,10,26,234582.2,24238.5,114166.9,96176.7
Security/housekeeping/other,10,26,234582.2,24238.5,114166.9,96176.7
Transportation service,10,26,234582.2,24238.5,114166.9,96176.7
Sales,10,26,234582.2,24238.5,114166.9,96176.7
Restaurants & recreation,10,26,234582.2,24238.5,114166.9,96176.7
Logistics/warehousing,10,26,234582.2,24238.5,114166.9,96176.7
Beauty and personal care,10,26,234582.2,24238.5,114166.9,96176.7
Technical work,10,26,234582.2,24238.5,114166.9,96176.7
Computer hardware,10,26,234582.2,24238.5,114166.9,96176.7
Finance/auditing/tax,10,26,234582.2,24238.5,114166.9,96176.7
Graduates,10,26,234582.2,24238.5,114166.9,96176.7
HR,10,26,234582.2,24238.5,114166.9,96176.7
IT-Management,10,26,234582.2,24238.5,114166.9,96176.7
Securities/finance/investment,10,26,234582.2,24238.5,114166.9,96176.7
Senior management,10,26,234582.2,24238.5,114166.9,96176.7
Construction/infrastructure/gardening,10,26,234582.2,24238.5,114166.9,96176.7
Counsel/consulting,10,26,234582.2,24238.5,114166.9,96176.7
Legal profession/law,10,26,234582.2,24238.5,114166.9,96176.7
Production/operation,10,26,234582.2,24238.5,114166.9,96176.7
Office administration/logistics,10,26,234582.2,24238.5,114166.9,96176.7
Procurement,10,26,234582.2,24238.5,114166.9,96176.7
Computer software,10,26,234582.2,24238.5,114166.9,96176.7
Art/graphics/Animation design,10,26,234582.2,24238.5,114166.9,96176.7
Electronics/appliances/semiconductor/instrumentation,10,26,234582.2,24238.5,114166.9,96176.7
,11,27,234582.2,24238.5,114166.9,96176.7
Advertising,11,27,234582.2,24238.5,114166.9,96176.7
Art/graphics/Animation design,11,27,234582.2,24238.5,114166.9,96176.7
Banking,11,27,234582.2,24238.5,114166.9,96176.7
Beauty and personal care,11,27,234582.2,24238.5,114166.9,96176.7
Computer hardware,11,27,234582.2,24238.5,114166.9,96176.7
Computer software,11,27,234582.2,24238.5,114166.9,96176.7
Counsel/consulting,11,27,234582.2,24238.5,114166.9,96176.7
Customer service and technical support,11,27,234582.2,24238.5,114166.9,96176.7
Education,11,27,234582.2,24238.5,114166.9,96176.7
Engineering/machinery/energy,11,27,234582.2,24238.5,114166.9,96176.7
Fashion/textile/furs,11,27,234582.2,24238.5,114166.9,96176.7
Finance/auditing/tax,11,27,234582.2,24238.5,114166.9,96176.7
Graduates,11,27,234582.2,24238.5,114166.9,96176.7
HR,11,27,234582.2,24238.5,114166.9,96176.7
Hospital/medical/care,11,27,234582.2,24238.5,114166.9,96176.7
IT-Management,11,27,234582.2,24238.5,114166.9,96176.7
"IT-QM, technical support and more",11,27,234582.2,24238.5,114166.9,96176.7
Insurance,11,27,234582.2,24238.5,114166.9,96176.7
Internet development and application,11,27,234582.2,24238.5,114166.9,96176.7
Legal profession/law,11,27,234582.2,24238.5,114166.9,96176.7
Literature/screenwriting/writing,11,27,234582.2,24238.5,114166.9,96176.7
"Movies, TV and recreation",11,27,234582.2,24238.5,114166.9,96176.7
PRs and news media,11,27,234582.2,24238.5,114166.9,96176.7
Procurement,11,27,234582.2,24238.5,114166.9,96176.7
Production/operation,11,27,234582.2,24238.5,114166.9,96176.7
QMS/safety/environmental protection,11,27,234582.2,24238.5,114166.9,96176.7
Real property,11,27,234582.2,24238.5,114166.9,96176.7
Sales management,11,27,234582.2,24238.5,114166.9,96176.7
Science & Technology,11,27,234582.2,24238.5,114166.9,96176.7
Securities/finance/investment,11,27,234582.2,24238.5,114166.9,96176.7
Security/housekeeping/other,11,27,234582.2,24238.5,114166.9,96176.7
Senior management,11,27,234582.2,24238.5,114166.9,96176.7
Trade,11,27,234582.2,24238.5,114166.9,96176.7
Translation,11,27,234582.2,24238.5,114166.9,96176.7
Transportation service,11,27,234582.2,24238.5,114166.9,96176.7
market/marketing,11,27,234582.2,24238.5,114166.9,96176.7
Electronics/appliances/semiconductor/instrumentation,11,27,234582.2,24238.5,114166.9,96176.7
General merchandise/chains/retail,11,27,234582.2,24238.5,114166.9,96176.7
Hotels/tourism,11,27,234582.2,24238.5,114166.9,96176.7
Logistics/warehousing,11,27,234582.2,24238.5,114166.9,96176.7
Office administration/logistics,11,27,234582.2,24238.5,114166.9,96176.7
Property management,11,27,234582.2,24238.5,114166.9,96176.7
Sales,11,27,234582.2,24238.5,114166.9,96176.7
Construction/infrastructure/gardening,11,27,234582.2,24238.5,114166.9,96176.7
Restaurants & recreation,11,27,234582.2,24238.5,114166.9,96176.7
Other,11,27,234582.2,24238.5,114166.9,96176.7
Technical work,11,27,234582.2,24238.5,114166.9,96176.7
Biology/chemicals/pharmaceuticals/medical equipment,11,27,234582.2,24238.5,114166.9,96176.7
Internet development and application,10,26,234582.2,24238.5,114166.9,96176.7
Engineering/machinery/energy,10,26,234582.2,24238.5,114166.9,96176.7
Other,10,26,234582.2,24238.5,114166.9,96176.7
Science & Technology,10,26,234582.2,24238.5,114166.9,96176.7
Biology/chemicals/pharmaceuticals/medical equipment,10,26,234582.2,24238.5,114166.9,96176.7
Hospital/medical/care,10,26,234582.2,24238.5,114166.9,96176.7
Education,10,26,234582.2,24238.5,114166.9,96176.7
Advertising,3,31,198783,8904,112428,77451
Art/graphics/Animation design,3,31,198783,8904,112428,77451
Banking,3,31,198783,8904,112428,77451
Communications technology,3,31,198783,8904,112428,77451
Computer hardware,3,31,198783,8904,112428,77451
Computer software,3,31,198783,8904,112428,77451
Education,3,31,198783,8904,112428,77451
Finance/auditing/tax,3,31,198783,8904,112428,77451
General merchandise/chains/retail,3,31,198783,8904,112428,77451
Graduates,3,31,198783,8904,112428,77451
HR,3,31,198783,8904,112428,77451
IT-Management,3,31,198783,8904,112428,77451
"IT-QM, technical support and more",3,31,198783,8904,112428,77451
Insurance,3,31,198783,8904,112428,77451
Internet development and application,3,31,198783,8904,112428,77451
Legal profession/law,3,31,198783,8904,112428,77451
Literature/screenwriting/writing,3,31,198783,8904,112428,77451
"Movies, TV and recreation",3,31,198783,8904,112428,77451
PRs and news media,3,31,198783,8904,112428,77451
Procurement,3,31,198783,8904,112428,77451
Real property,3,31,198783,8904,112428,77451
Securities/finance/investment,3,31,198783,8904,112428,77451
Trade,3,31,198783,8904,112428,77451
Translation,3,31,198783,8904,112428,77451
market/marketing,3,31,198783,8904,112428,77451
,3,31,198783,8904,112428,77451
Counsel/consulting,3,31,198783,8904,112428,77451
Hospital/medical/care,3,31,198783,8904,112428,77451
Office administration/logistics,3,31,198783,8904,112428,77451
Sales management,3,31,198783,8904,112428,77451
Customer service and technical support,3,31,198783,8904,112428,77451
Electronics/appliances/semiconductor/instrumentation,3,31,198783,8904,112428,77451
QMS/safety/environmental protection,3,31,198783,8904,112428,77451
Construction/infrastructure/gardening,3,31,198783,8904,112428,77451
Beauty and personal care,3,31,198783,8904,112428,77451
Property management,3,31,198783,8904,112428,77451
Hotels/tourism,3,31,198783,8904,112428,77451
Logistics/warehousing,3,31,198783,8904,112428,77451
Sales,3,31,198783,8904,112428,77451
Security/housekeeping/other,3,31,198783,8904,112428,77451
Restaurants & recreation,3,31,198783,8904,112428,77451
Transportation service,3,31,198783,8904,112428,77451
Production/operation,3,31,198783,8904,112428,77451
Technical work,3,31,198783,8904,112428,77451
Science & Technology,3,31,198783,8904,112428,77451
Senior management,3,31,198783,8904,112428,77451
Engineering/machinery/energy,3,31,198783,8904,112428,77451
,4,32,220178,13183,115148,91848
Advertising,4,32,220178,13183,115148,91848
Art/graphics/Animation design,4,32,220178,13183,115148,91848
Banking,4,32,220178,13183,115148,91848
Beauty and personal care,4,32,220178,13183,115148,91848
Biology/chemicals/pharmaceuticals/medical equipment,4,32,220178,13183,115148,91848
Communications technology,4,32,220178,13183,115148,91848
Computer hardware,4,32,220178,13183,115148,91848
Computer software,4,32,220178,13183,115148,91848
Counsel/consulting,4,32,220178,13183,115148,91848
Customer service and technical support,4,32,220178,13183,115148,91848
Electronics/appliances/semiconductor/instrumentation,4,32,220178,13183,115148,91848
Fashion/textile/furs,4,32,220178,13183,115148,91848
Finance/auditing/tax,4,32,220178,13183,115148,91848
Graduates,4,32,220178,13183,115148,91848
HR,4,32,220178,13183,115148,91848
Hospital/medical/care,4,32,220178,13183,115148,91848
Hotels/tourism,4,32,220178,13183,115148,91848
IT-Management,4,32,220178,13183,115148,91848
"IT-QM, technical support and more",4,32,220178,13183,115148,91848
Insurance,4,32,220178,13183,115148,91848
Internet development and application,4,32,220178,13183,115148,91848
Legal profession/law,4,32,220178,13183,115148,91848
Literature/screenwriting/writing,4,32,220178,13183,115148,91848
"Movies, TV and recreation",4,32,220178,13183,115148,91848
PRs and news media,4,32,220178,13183,115148,91848
Procurement,4,32,220178,13183,115148,91848
Property management,4,32,220178,13183,115148,91848
QMS/safety/environmental protection,4,32,220178,13183,115148,91848
Real property,4,32,220178,13183,115148,91848
Sales management,4,32,220178,13183,115148,91848
Science & Technology,4,32,220178,13183,115148,91848
Securities/finance/investment,4,32,220178,13183,115148,91848
Security/housekeeping/other,4,32,220178,13183,115148,91848
Senior management,4,32,220178,13183,115148,91848
Trade,4,32,220178,13183,115148,91848
General merchandise/chains/retail,4,32,220178,13183,115148,91848
Office administration/logistics,4,32,220178,13183,115148,91848
Construction/infrastructure/gardening,4,32,220178,13183,115148,91848
Production/operation,4,32,220178,13183,115148,91848
Transportation service,4,32,220178,13183,115148,91848
Restaurants & recreation,4,32,220178,13183,115148,91848
Other,4,32,220178,13183,115148,91848
Sales,4,32,220178,13183,115148,91848
Logistics/warehousing,4,32,220178,13183,115148,91848
market/marketing,4,32,220178,13183,115148,91848
Technical work,4,32,220178,13183,115148,91848
Education,4,32,220178,13183,115148,91848
Engineering/machinery/energy,4,32,220178,13183,115148,91848
Advertising,5,33,220178,13183,115148,91848
Art/graphics/Animation design,5,33,220178,13183,115148,91848
Banking,5,33,220178,13183,115148,91848
Communications technology,5,33,220178,13183,115148,91848
Computer hardware,5,33,220178,13183,115148,91848
Computer software,5,33,220178,13183,115148,91848
Construction/infrastructure/gardening,5,33,220178,13183,115148,91848
Customer service and technical support,5,33,220178,13183,115148,91848
Education,5,33,220178,13183,115148,91848
Engineering/machinery/energy,5,33,220178,13183,115148,91848
Finance/auditing/tax,5,33,220178,13183,115148,91848
Graduates,5,33,220178,13183,115148,91848
HR,5,33,220178,13183,115148,91848
Hospital/medical/care,5,33,220178,13183,115148,91848
IT-Management,5,33,220178,13183,115148,91848
"IT-QM, technical support and more",5,33,220178,13183,115148,91848
Insurance,5,33,220178,13183,115148,91848
Internet development and application,5,33,220178,13183,115148,91848
Legal profession/law,5,33,220178,13183,115148,91848
Literature/screenwriting/writing,5,33,220178,13183,115148,91848
"Movies, TV and recreation",5,33,220178,13183,115148,91848
PRs and news media,5,33,220178,13183,115148,91848
Procurement,5,33,220178,13183,115148,91848
Property management,5,33,220178,13183,115148,91848
QMS/safety/environmental protection,5,33,220178,13183,115148,91848
Science & Technology,5,33,220178,13183,115148,91848
Securities/finance/investment,5,33,220178,13183,115148,91848
Senior management,5,33,220178,13183,115148,91848
Trade,5,33,220178,13183,115148,91848
Translation,5,33,220178,13183,115148,91848
General merchandise/chains/retail,5,33,220178,13183,115148,91848
Office administration/logistics,5,33,220178,13183,115148,91848
Real property,5,33,220178,13183,115148,91848
Sales,5,33,220178,13183,115148,91848
,5,33,220178,13183,115148,91848
Beauty and personal care,5,33,220178,13183,115148,91848
Electronics/appliances/semiconductor/instrumentation,5,33,220178,13183,115148,91848
Hotels/tourism,5,33,220178,13183,115148,91848
Fashion/textile/furs,5,33,220178,13183,115148,91848
Production/operation,5,33,220178,13183,115148,91848
Transportation service,5,33,220178,13183,115148,91848
market/marketing,5,33,220178,13183,115148,91848
Security/housekeeping/other,5,33,220178,13183,115148,91848
Restaurants & recreation,5,33,220178,13183,115148,91848
Other,5,33,220178,13183,115148,91848
Logistics/warehousing,5,33,220178,13183,115148,91848
Technical work,5,33,220178,13183,115148,91848
Sales management,5,33,220178,13183,115148,91848
Biology/chemicals/pharmaceuticals/medical equipment,5,33,220178,13183,115148,91848
Biology/chemicals/pharmaceuticals/medical equipment,3,31,198783,8904,112428,77451
Other,3,31,198783,8904,112428,77451
Advertising,6,22,200558.7,13333,104097.2,83128.5
Banking,6,22,200558.7,13333,104097.2,83128.5
Biology/chemicals/pharmaceuticals/medical equipment,6,22,200558.7,13333,104097.2,83128.5
Construction/infrastructure/gardening,6,22,200558.7,13333,104097.2,83128.5
Counsel/consulting,6,22,200558.7,13333,104097.2,83128.5
Customer service and technical support,6,22,200558.7,13333,104097.2,83128.5
Fashion/textile/furs,6,22,200558.7,13333,104097.2,83128.5
General merchandise/chains/retail,6,22,200558.7,13333,104097.2,83128.5
Graduates,6,22,200558.7,13333,104097.2,83128.5
Hotels/tourism,6,22,200558.7,13333,104097.2,83128.5
Insurance,6,22,200558.7,13333,104097.2,83128.5
Literature/screenwriting/writing,6,22,200558.7,13333,104097.2,83128.5
Office administration/logistics,6,22,200558.7,13333,104097.2,83128.5
Procurement,6,22,200558.7,13333,104097.2,83128.5
Production/operation,6,22,200558.7,13333,104097.2,83128.5
Property management,6,22,200558.7,13333,104097.2,83128.5
Real property,6,22,200558.7,13333,104097.2,83128.5
Securities/finance/investment,6,22,200558.7,13333,104097.2,83128.5
Security/housekeeping/other,6,22,200558.7,13333,104097.2,83128.5
Trade,6,22,200558.7,13333,104097.2,83128.5
Restaurants & recreation,6,22,200558.7,13333,104097.2,83128.5
QMS/safety/environmental protection,6,22,200558.7,13333,104097.2,83128.5
Beauty and personal care,6,22,200558.7,13333,104097.2,83128.5
Other,6,22,200558.7,13333,104097.2,83128.5
Transportation service,6,22,200558.7,13333,104097.2,83128.5
Technical work,6,22,200558.7,13333,104097.2,83128.5
,7,23,211595.5,19242.1,107120.5,85233
Advertising,7,23,211595.5,19242.1,107120.5,85233
Art/graphics/Animation design,7,23,211595.5,19242.1,107120.5,85233
Beauty and personal care,7,23,211595.5,19242.1,107120.5,85233
Biology/chemicals/pharmaceuticals/medical equipment,7,23,211595.5,19242.1,107120.5,85233
Computer hardware,7,23,211595.5,19242.1,107120.5,85233
Computer software,7,23,211595.5,19242.1,107120.5,85233
Construction/infrastructure/gardening,7,23,211595.5,19242.1,107120.5,85233
Counsel/consulting,7,23,211595.5,19242.1,107120.5,85233
Electronics/appliances/semiconductor/instrumentation,7,23,211595.5,19242.1,107120.5,85233
Engineering/machinery/energy,7,23,211595.5,19242.1,107120.5,85233
Finance/auditing/tax,7,23,211595.5,19242.1,107120.5,85233
Graduates,7,23,211595.5,19242.1,107120.5,85233
HR,7,23,211595.5,19242.1,107120.5,85233
Hospital/medical/care,7,23,211595.5,19242.1,107120.5,85233
IT-Management,7,23,211595.5,19242.1,107120.5,85233
"IT-QM, technical support and more",7,23,211595.5,19242.1,107120.5,85233
Insurance,7,23,211595.5,19242.1,107120.5,85233
Internet development and application,7,23,211595.5,19242.1,107120.5,85233
Legal profession/law,7,23,211595.5,19242.1,107120.5,85233
Literature/screenwriting/writing,7,23,211595.5,19242.1,107120.5,85233
Logistics/warehousing,7,23,211595.5,19242.1,107120.5,85233
Office administration/logistics,7,23,211595.5,19242.1,107120.5,85233
Procurement,7,23,211595.5,19242.1,107120.5,85233
Production/operation,7,23,211595.5,19242.1,107120.5,85233
Property management,7,23,211595.5,19242.1,107120.5,85233
QMS/safety/environmental protection,7,23,211595.5,19242.1,107120.5,85233
Real property,7,23,211595.5,19242.1,107120.5,85233
Sales,7,23,211595.5,19242.1,107120.5,85233
Sales management,7,23,211595.5,19242.1,107120.5,85233
Securities/finance/investment,7,23,211595.5,19242.1,107120.5,85233
Security/housekeeping/other,7,23,211595.5,19242.1,107120.5,85233
Senior management,7,23,211595.5,19242.1,107120.5,85233
Trade,7,23,211595.5,19242.1,107120.5,85233
General merchandise/chains/retail,7,23,211595.5,19242.1,107120.5,85233
Other,7,23,211595.5,19242.1,107120.5,85233
market/marketing,7,23,211595.5,19242.1,107120.5,85233
Hotels/tourism,7,23,211595.5,19242.1,107120.5,85233
Customer service and technical support,7,23,211595.5,19242.1,107120.5,85233
Transportation service,7,23,211595.5,19242.1,107120.5,85233
Technical work,7,23,211595.5,19242.1,107120.5,85233
Restaurants & recreation,7,23,211595.5,19242.1,107120.5,85233
Education,7,23,211595.5,19242.1,107120.5,85233
,8,24,211595.5,19242.1,107120.5,85233
Advertising,8,24,211595.5,19242.1,107120.5,85233
Art/graphics/Animation design,8,24,211595.5,19242.1,107120.5,85233
Banking,8,24,211595.5,19242.1,107120.5,85233
Communications technology,8,24,211595.5,19242.1,107120.5,85233
Computer hardware,8,24,211595.5,19242.1,107120.5,85233
