Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,season,month,year
3,0,0,6,0,0,Electronics/appliances/semiconductor/instrumentation,0,0,127,0,winter,1,2017
4,0,6,0,0,0,Finance/auditing/tax,0,0,26,1,winter,1,2017
5,0,7,3,0,0,Engineering/machinery/energy,3,2,131,2,winter,1,2017
0,0,0,0,0,0,HR,0,0,2,2,winter,1,2017
2,0,0,0,0,0,Senior management,0,0,4,2,winter,1,2017
0,0,1,0,0,0,Logistics/warehousing,0,2,5,0,winter,1,2017
0,0,0,0,0,0,Art/graphics/Animation design,0,0,6,2,winter,1,2017
0,0,0,0,0,2,Science & Technology,0,0,4,0,winter,1,2017
1,0,0,0,0,0,Legal profession/law,0,0,3,1,winter,1,2017
0,0,0,0,0,1,Education,0,0,6,0,winter,1,2017
0,0,0,0,0,0,Hospital/medical/care,0,0,10,2,winter,1,2017
0,0,0,0,0,0,Counsel/consulting,0,0,1,1,winter,1,2017
0,0,0,0,0,0,Transportation service,1,0,7,3,winter,1,2017
2,0,0,0,0,0,Translation,0,0,2,0,winter,1,2017
0,0,3,0,0,0,Construction/infrastructure/gardening,0,0,4,0,winter,1,2017
1,0,3,0,0,0,Office administration/logistics,0,0,32,6,winter,1,2017
0,0,2,0,0,0,Production/operation,0,0,4,0,winter,1,2017
0,0,2,0,0,0,QMS/safety/environmental protection,0,0,2,0,winter,1,2017
0,0,4,1,0,0,Technical work,0,3,110,7,winter,1,2017
0,0,0,0,0,0,Property management,1,0,9,3,winter,1,2017
0,0,1,0,0,0,Restaurants & recreation,0,0,134,17,winter,1,2017
0,0,2,0,0,0,Hotels/tourism,0,0,4,0,winter,1,2017
0,0,0,0,0,0,Beauty and personal care,2,0,40,0,winter,1,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,16,6,winter,1,2017
0,0,2,0,0,0,Graduates,0,0,15,0,winter,1,2017
1,0,8,0,0,0,Other,3,0,63,4,winter,1,2017
6,0,247,0,0,0,,53,16,3925,179,winter,2,2017
36,0,74,1,0,6,Computer software,1,0,701,7,winter,2,2017
54,0,677,5,0,0,Sales management,133,49,12741,437,winter,2,2017
66,0,522,14,0,0,market/marketing,166,69,10462,324,winter,2,2017
10,0,609,22,0,0,Sales,209,101,19672,591,winter,2,2017
2,0,6,0,0,0,Computer hardware,0,0,48,7,winter,2,2017
4,0,92,0,0,0,Internet development and application,2,0,567,53,winter,2,2017
1,0,26,0,0,0,IT-Management,0,0,61,8,winter,2,2017
25,0,47,0,0,0,"IT-QM, technical support and more",2,2,292,12,winter,2,2017
0,0,26,0,0,0,Communications technology,0,3,213,1,winter,2,2017
22,0,40,16,0,0,Electronics/appliances/semiconductor/instrumentation,1,35,2155,22,winter,2,2017
58,0,477,1,0,0,Finance/auditing/tax,21,28,1336,202,winter,2,2017
69,0,158,3,0,0,Engineering/machinery/energy,9,10,1160,71,winter,2,2017
63,0,314,0,0,0,HR,11,1,1498,113,winter,2,2017
15,0,39,0,0,0,Senior management,5,0,188,28,winter,2,2017
8,0,91,25,0,0,Logistics/warehousing,63,62,1309,178,winter,2,2017
48,0,183,0,0,0,Art/graphics/Animation design,9,19,1104,86,winter,2,2017
10,0,0,0,0,3,Science & Technology,0,0,43,1,winter,2,2017
2,0,4,0,0,0,Legal profession/law,0,0,21,6,winter,2,2017
112,0,70,0,0,28,Education,0,0,1369,23,winter,2,2017
6,0,74,0,0,0,Hospital/medical/care,3,1,2560,78,winter,2,2017
15,0,67,0,0,0,Counsel/consulting,27,6,1543,42,winter,2,2017
0,0,14,19,0,0,Transportation service,32,2,519,95,winter,2,2017
11,0,20,0,0,0,Translation,0,0,37,1,winter,2,2017
20,0,188,1,0,0,Construction/infrastructure/gardening,14,13,1751,124,winter,2,2017
0,0,4,0,0,0,Banking,0,0,24,0,winter,2,2017
44,0,678,6,0,0,Office administration/logistics,58,61,3505,387,winter,2,2017
7,0,296,3,0,0,Customer service and technical support,52,24,3334,129,winter,2,2017
2,0,58,0,0,0,Securities/finance/investment,0,3,1186,15,winter,2,2017
8,0,10,0,0,0,Insurance,9,0,508,12,winter,2,2017
12,0,111,14,0,0,Production/operation,12,18,2113,117,winter,2,2017
12,0,44,2,0,0,QMS/safety/environmental protection,7,6,183,7,winter,2,2017
2,0,22,80,0,0,Technical work,42,13,4348,349,winter,2,2017
2,0,0,0,0,0,Fashion/textile/furs,0,0,8,2,winter,2,2017
0,0,81,0,0,0,Procurement,21,0,474,29,winter,2,2017
11,0,40,0,0,0,Trade,0,1,277,8,winter,2,2017
13,0,11,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,5,0,269,50,winter,2,2017
13,0,19,0,0,0,Advertising,0,0,71,5,winter,2,2017
0,0,14,0,0,0,PRs and news media,0,5,88,1,winter,2,2017
0,0,19,0,0,0,"Movies, TV and recreation",0,0,42,9,winter,2,2017
14,0,35,0,0,0,Literature/screenwriting/writing,0,0,125,8,winter,2,2017
5,0,33,2,0,0,Real property,11,5,2319,101,winter,2,2017
4,0,32,8,0,0,Property management,9,3,452,57,winter,2,2017
0,0,26,25,0,0,Restaurants & recreation,31,1,2166,235,winter,2,2017
0,0,45,6,0,0,Hotels/tourism,9,0,341,51,winter,2,2017
0,0,6,24,0,0,Beauty and personal care,52,18,2193,58,winter,2,2017
1,0,49,2,0,0,General merchandise/chains/retail,74,20,1879,71,winter,2,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,400,89,winter,2,2017
18,0,55,0,0,0,Graduates,0,2,930,33,winter,2,2017
56,0,260,26,0,0,Other,67,22,2956,258,winter,2,2017
0,0,211,0,0,0,,26,11,2840,132,spring,3,2017
16,0,22,0,0,0,Computer software,1,0,229,2,spring,3,2017
41,0,399,2,0,0,Sales management,51,21,4444,198,spring,3,2017
13,0,269,4,0,0,market/marketing,107,37,4139,133,spring,3,2017
10,0,352,4,0,0,Sales,119,53,9293,341,spring,3,2017
5,0,12,0,0,0,Computer hardware,0,0,42,1,spring,3,2017
1,0,20,0,0,0,Internet development and application,0,0,320,44,spring,3,2017
0,0,12,0,0,0,IT-Management,0,0,36,4,spring,3,2017
22,0,39,0,0,0,"IT-QM, technical support and more",2,3,234,17,spring,3,2017
0,0,27,0,0,0,Communications technology,2,1,208,3,spring,3,2017
23,0,65,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,10,622,9,spring,3,2017
35,0,238,0,0,1,Finance/auditing/tax,8,13,824,103,spring,3,2017
34,0,72,0,0,0,Engineering/machinery/energy,6,5,597,44,spring,3,2017
16,0,244,4,0,0,HR,10,3,1102,59,spring,3,2017
8,0,22,0,0,0,Senior management,7,0,134,8,spring,3,2017
4,0,67,4,0,0,Logistics/warehousing,47,13,677,76,spring,3,2017
17,0,89,0,0,0,Art/graphics/Animation design,0,21,635,52,spring,3,2017
4,0,3,0,0,1,Science & Technology,0,0,33,0,spring,3,2017
0,0,2,0,0,0,Legal profession/law,0,0,24,10,spring,3,2017
18,0,25,0,0,11,Education,0,1,196,6,spring,3,2017
1,0,19,0,0,0,Hospital/medical/care,0,3,198,18,spring,3,2017
7,0,27,0,0,0,Counsel/consulting,14,5,845,26,spring,3,2017
0,0,10,0,0,0,Transportation service,6,8,164,39,spring,3,2017
4,0,8,0,0,0,Translation,0,0,15,0,spring,3,2017
14,0,131,1,0,0,Construction/infrastructure/gardening,5,15,1037,55,spring,3,2017
0,0,2,0,0,0,Banking,0,0,12,0,spring,3,2017
20,0,348,1,0,0,Office administration/logistics,40,22,1971,217,spring,3,2017
2,0,141,1,0,0,Customer service and technical support,58,29,2095,90,spring,3,2017
0,0,19,0,0,0,Securities/finance/investment,1,7,578,6,spring,3,2017
2,0,17,0,0,0,Insurance,16,0,553,10,spring,3,2017
6,0,55,16,0,0,Production/operation,13,17,1115,54,spring,3,2017
7,0,22,2,0,0,QMS/safety/environmental protection,2,5,126,11,spring,3,2017
2,0,22,42,0,0,Technical work,15,15,1861,134,spring,3,2017
2,0,46,0,0,0,Procurement,7,0,236,28,spring,3,2017
8,0,25,0,0,0,Trade,0,0,167,3,spring,3,2017
5,0,15,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,1,0,123,5,spring,3,2017
3,0,7,0,0,0,Advertising,0,0,30,4,spring,3,2017
0,0,10,0,0,0,PRs and news media,2,6,172,3,spring,3,2017
0,0,8,0,0,0,"Movies, TV and recreation",0,0,34,5,spring,3,2017
5,0,34,0,0,0,Literature/screenwriting/writing,0,0,104,9,spring,3,2017
5,0,34,0,0,0,Real property,10,1,2188,59,spring,3,2017
0,0,7,0,0,0,Property management,15,0,256,36,spring,3,2017
0,0,29,10,0,0,Restaurants & recreation,9,1,987,109,spring,3,2017
0,0,16,3,0,0,Hotels/tourism,7,0,163,29,spring,3,2017
0,0,3,7,0,0,Beauty and personal care,3,7,471,31,spring,3,2017
0,0,23,1,0,0,General merchandise/chains/retail,27,8,428,14,spring,3,2017
0,0,1,0,0,0,Security/housekeeping/other,2,0,155,39,spring,3,2017
9,0,42,0,0,0,Graduates,2,1,660,23,spring,3,2017
20,0,181,25,0,0,Other,31,9,1438,99,spring,3,2017
0,0,127,0,0,0,,35,7,3871,41,spring,4,2017
10,0,9,0,0,0,Computer software,0,0,46,0,spring,4,2017
16,0,179,3,0,0,Sales management,22,15,2693,96,spring,4,2017
5,0,87,1,0,1,market/marketing,51,18,1859,89,spring,4,2017
1,0,160,0,0,0,Sales,77,25,4783,171,spring,4,2017
2,0,7,0,0,0,Computer hardware,0,0,16,0,spring,4,2017
2,0,26,0,0,0,Internet development and application,0,0,96,5,spring,4,2017
0,0,4,0,0,0,IT-Management,0,0,8,0,spring,4,2017
1,0,11,0,0,0,"IT-QM, technical support and more",1,2,133,28,spring,4,2017
1,0,1,0,0,0,Communications technology,0,0,29,2,spring,4,2017
4,0,16,1,0,0,Electronics/appliances/semiconductor/instrumentation,2,1,158,0,spring,4,2017
8,0,101,0,0,0,Finance/auditing/tax,4,5,343,51,spring,4,2017
43,0,19,0,0,5,Engineering/machinery/energy,2,4,285,33,spring,4,2017
6,0,121,0,0,0,HR,5,0,512,16,spring,4,2017
2,0,11,0,0,0,Senior management,0,0,22,0,spring,4,2017
0,0,18,3,0,0,Logistics/warehousing,21,3,305,32,spring,4,2017
1,0,34,0,0,0,Art/graphics/Animation design,4,6,210,23,spring,4,2017
2,0,0,0,0,0,Science & Technology,0,0,2,0,spring,4,2017
0,0,1,0,0,0,Legal profession/law,0,0,16,7,spring,4,2017
31,0,11,0,0,0,Education,4,0,417,3,spring,4,2017
0,0,2,0,0,0,Hospital/medical/care,0,0,438,8,spring,4,2017
0,0,21,0,0,0,Counsel/consulting,13,3,588,8,spring,4,2017
0,0,0,4,0,0,Transportation service,10,0,113,17,spring,4,2017
3,0,0,0,0,0,Translation,0,0,6,0,spring,4,2017
14,0,80,0,0,0,Construction/infrastructure/gardening,4,5,443,28,spring,4,2017
16,0,146,0,0,0,Office administration/logistics,19,16,1082,77,spring,4,2017
2,0,72,0,0,0,Customer service and technical support,28,17,978,32,spring,4,2017
3,0,3,0,0,0,Securities/finance/investment,0,0,109,4,spring,4,2017
4,0,14,0,0,0,Insurance,17,0,399,7,spring,4,2017
4,0,16,5,0,0,Production/operation,4,2,226,10,spring,4,2017
1,0,9,0,0,0,QMS/safety/environmental protection,2,4,87,7,spring,4,2017
0,0,0,17,0,0,Technical work,14,17,902,34,spring,4,2017
0,0,1,0,0,0,Fashion/textile/furs,2,0,3,0,spring,4,2017
0,0,4,0,0,0,Procurement,1,1,14,2,spring,4,2017
5,0,6,0,0,0,Trade,0,0,135,2,spring,4,2017
6,0,6,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,0,49,0,spring,4,2017
0,0,5,0,0,0,Advertising,0,0,68,18,spring,4,2017
0,0,2,0,0,0,PRs and news media,0,4,38,0,spring,4,2017
0,0,0,0,0,0,"Movies, TV and recreation",0,0,3,2,spring,4,2017
1,0,6,0,0,0,Literature/screenwriting/writing,0,0,44,15,spring,4,2017
0,0,12,0,0,0,Real property,0,1,1095,25,spring,4,2017
1,0,2,0,0,0,Property management,7,0,132,12,spring,4,2017
0,0,8,3,0,0,Restaurants & recreation,2,1,412,53,spring,4,2017
0,0,21,2,0,0,Hotels/tourism,6,2,166,9,spring,4,2017
0,0,1,7,0,0,Beauty and personal care,2,0,145,7,spring,4,2017
2,0,8,0,0,0,General merchandise/chains/retail,17,0,147,8,spring,4,2017
0,0,0,5,0,0,Security/housekeeping/other,0,0,108,26,spring,4,2017
3,0,23,0,0,0,Graduates,1,2,264,3,spring,4,2017
16,0,66,3,0,1,Other,18,6,801,73,spring,4,2017
1,0,65,0,0,0,,33,1,1216,38,spring,5,2017
2,0,2,0,0,0,Computer software,0,0,13,0,spring,5,2017
13,0,113,0,0,0,Sales management,19,5,1182,93,spring,5,2017
6,0,81,0,0,0,market/marketing,30,13,1326,78,spring,5,2017
7,0,139,0,0,0,Sales,52,8,3337,145,spring,5,2017
0,0,2,0,0,0,Computer hardware,0,0,6,1,spring,5,2017
0,0,23,0,0,0,Internet development and application,0,0,86,0,spring,5,2017
0,0,2,0,0,0,IT-Management,0,0,8,2,spring,5,2017
6,0,3,0,0,0,"IT-QM, technical support and more",0,2,143,35,spring,5,2017
0,0,0,0,0,0,Communications technology,0,2,2,0,spring,5,2017
4,0,23,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,1,166,7,spring,5,2017
19,0,110,0,0,0,Finance/auditing/tax,4,12,428,60,spring,5,2017
24,0,27,0,0,0,Engineering/machinery/energy,3,10,317,24,spring,5,2017
8,0,99,0,0,0,HR,0,0,326,16,spring,5,2017
5,0,4,0,0,0,Senior management,0,0,31,7,spring,5,2017
0,0,33,0,0,0,Logistics/warehousing,21,7,422,64,spring,5,2017
0,0,31,0,0,0,Art/graphics/Animation design,4,1,204,20,spring,5,2017
0,0,1,0,0,0,Science & Technology,0,0,2,0,spring,5,2017
0,0,2,0,0,0,Legal profession/law,0,0,21,7,spring,5,2017
9,0,15,0,0,5,Education,0,4,138,2,spring,5,2017
0,0,2,0,0,0,Hospital/medical/care,0,0,27,5,spring,5,2017
0,0,14,2,0,0,Counsel/consulting,10,0,377,6,spring,5,2017
0,0,3,8,0,0,Transportation service,1,0,131,23,spring,5,2017
1,0,0,0,0,0,Translation,0,0,1,0,spring,5,2017
10,0,110,2,0,0,Construction/infrastructure/gardening,1,13,772,39,spring,5,2017
0,0,0,0,0,0,Banking,1,0,10,0,spring,5,2017
8,0,115,0,0,0,Office administration/logistics,21,7,610,70,spring,5,2017
0,0,49,0,0,0,Customer service and technical support,25,9,1059,38,spring,5,2017
0,0,6,0,0,0,Securities/finance/investment,0,1,47,0,spring,5,2017
0,0,10,0,0,0,Insurance,0,0,77,2,spring,5,2017
0,0,13,3,0,0,Production/operation,1,1,164,25,spring,5,2017
0,0,19,0,0,0,QMS/safety/environmental protection,4,1,99,8,spring,5,2017
0,0,7,8,0,0,Technical work,18,21,660,77,spring,5,2017
0,0,6,2,0,0,Procurement,1,1,22,2,spring,5,2017
3,0,8,0,0,0,Trade,0,0,43,6,spring,5,2017
4,0,8,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,5,0,248,4,spring,5,2017
0,0,1,0,0,0,Advertising,0,0,68,17,spring,5,2017
0,0,1,0,0,0,PRs and news media,0,0,2,0,spring,5,2017
0,0,1,0,0,0,"Movies, TV and recreation",0,0,20,0,spring,5,2017
5,0,3,0,0,0,Literature/screenwriting/writing,2,1,50,16,spring,5,2017
0,0,8,0,0,0,Real property,4,3,793,24,spring,5,2017
0,0,1,0,0,0,Property management,6,4,73,9,spring,5,2017
0,0,6,9,0,0,Restaurants & recreation,4,0,620,71,spring,5,2017
0,0,25,4,0,0,Hotels/tourism,9,2,187,30,spring,5,2017
0,0,2,0,0,0,Beauty and personal care,0,0,40,0,spring,5,2017
0,0,7,3,0,0,General merchandise/chains/retail,7,0,166,10,spring,5,2017
0,0,4,4,0,0,Security/housekeeping/other,0,0,110,26,spring,5,2017
6,0,13,0,0,0,Graduates,0,5,334,1,spring,5,2017
6,0,54,4,0,1,Other,7,7,1051,61,spring,5,2017
1,0,113,0,0,0,,48,7,2432,56,summer,6,2017
6,0,5,0,0,0,Computer software,0,0,75,2,summer,6,2017
8,0,87,0,0,0,Sales management,11,20,1000,78,summer,6,2017
7,0,99,1,0,0,market/marketing,17,13,1440,60,summer,6,2017
6,0,100,0,0,0,Sales,24,16,2304,150,summer,6,2017
3,0,6,0,0,0,Computer hardware,0,0,37,2,summer,6,2017
6,0,10,0,0,0,Internet development and application,0,0,136,15,summer,6,2017
0,0,1,0,0,0,IT-Management,0,0,11,1,summer,6,2017
8,0,8,0,0,0,"IT-QM, technical support and more",0,0,106,7,summer,6,2017
0,0,13,0,0,0,Communications technology,0,0,30,0,summer,6,2017
7,0,21,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,3,131,3,summer,6,2017
14,0,76,0,0,0,Finance/auditing/tax,6,7,263,37,summer,6,2017
12,0,26,2,0,0,Engineering/machinery/energy,0,6,228,12,summer,6,2017
16,0,84,0,0,0,HR,6,0,304,36,summer,6,2017
10,0,4,0,0,0,Senior management,0,0,31,2,summer,6,2017
0,0,28,4,0,0,Logistics/warehousing,36,10,295,30,summer,6,2017
0,0,40,0,0,0,Art/graphics/Animation design,2,8,222,19,summer,6,2017
0,0,1,0,0,0,Science & Technology,0,0,11,1,summer,6,2017
2,0,0,0,0,0,Legal profession/law,0,0,16,5,summer,6,2017
11,0,10,0,0,0,Education,0,0,142,4,summer,6,2017
3,0,0,0,0,0,Hospital/medical/care,0,2,32,1,summer,6,2017
13,0,9,0,0,0,Counsel/consulting,15,0,558,9,summer,6,2017
0,0,0,8,0,0,Transportation service,4,0,63,11,summer,6,2017
4,0,48,0,0,0,Construction/infrastructure/gardening,3,6,263,18,summer,6,2017
0,0,0,0,0,0,Banking,0,1,119,1,summer,6,2017
29,0,139,0,0,0,Office administration/logistics,9,10,811,65,summer,6,2017
3,0,37,0,0,0,Customer service and technical support,26,11,899,18,summer,6,2017
4,0,7,0,0,0,Securities/finance/investment,2,2,118,0,summer,6,2017
3,0,17,0,0,0,Insurance,0,0,154,1,summer,6,2017
6,0,8,0,0,0,Production/operation,2,2,128,10,summer,6,2017
3,0,9,2,0,0,QMS/safety/environmental protection,1,0,36,2,summer,6,2017
0,0,10,13,0,0,Technical work,4,3,1142,64,summer,6,2017
0,0,0,0,0,0,Fashion/textile/furs,0,0,4,2,summer,6,2017
6,0,6,0,0,0,Procurement,0,2,31,1,summer,6,2017
0,0,14,0,0,0,Trade,0,1,156,3,summer,6,2017
0,0,8,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,2,76,1,summer,6,2017
6,0,7,0,0,0,Advertising,0,0,44,1,summer,6,2017
2,0,9,0,0,0,Literature/screenwriting/writing,0,0,26,1,summer,6,2017
0,0,3,0,0,0,Real property,0,1,955,24,summer,6,2017
1,0,8,0,0,0,Property management,5,0,173,21,summer,6,2017
0,0,1,1,0,0,Restaurants & recreation,2,0,270,43,summer,6,2017
0,0,6,0,0,0,Hotels/tourism,0,1,53,15,summer,6,2017
0,0,1,3,0,0,Beauty and personal care,2,3,205,6,summer,6,2017
0,0,9,0,0,0,General merchandise/chains/retail,5,3,151,3,summer,6,2017
0,0,1,0,0,0,Security/housekeeping/other,0,0,37,14,summer,6,2017
5,0,20,0,0,0,Graduates,4,1,263,8,summer,6,2017
7,0,37,3,0,0,Other,6,6,397,42,summer,6,2017
0,0,116,0,0,0,,47,0,1753,38,summer,7,2017
2,0,40,0,0,0,Computer software,0,0,275,1,summer,7,2017
5,0,76,0,0,0,Sales management,13,4,1036,43,summer,7,2017
1,0,48,1,0,0,market/marketing,10,1,494,27,summer,7,2017
3,0,76,0,0,0,Sales,36,18,1793,78,summer,7,2017
1,0,8,0,0,0,Computer hardware,0,0,33,0,summer,7,2017
3,0,25,0,0,0,Internet development and application,0,0,198,19,summer,7,2017
1,0,1,0,0,0,IT-Management,0,0,11,0,summer,7,2017
4,0,40,0,0,0,"IT-QM, technical support and more",1,1,376,18,summer,7,2017
9,0,11,0,0,0,Electronics/appliances/semiconductor/instrumentation,2,2,4210,6,summer,7,2017
6,0,96,0,0,0,Finance/auditing/tax,1,8,282,22,summer,7,2017
12,0,6,0,0,0,Engineering/machinery/energy,0,2,60,2,summer,7,2017
6,0,83,0,0,0,HR,5,0,312,16,summer,7,2017
4,0,1,0,0,0,Senior management,0,0,7,0,summer,7,2017
0,0,27,0,0,0,Logistics/warehousing,5,5,149,14,summer,7,2017
2,0,43,0,0,0,Art/graphics/Animation design,2,0,190,2,summer,7,2017
2,0,0,0,0,0,Legal profession/law,0,0,12,4,summer,7,2017
2,0,2,0,0,1,Education,0,0,49,5,summer,7,2017
0,0,5,0,0,0,Hospital/medical/care,0,0,59,11,summer,7,2017
14,0,28,0,0,0,Counsel/consulting,13,0,543,3,summer,7,2017
0,0,0,5,0,0,Transportation service,0,0,29,7,summer,7,2017
6,0,65,0,0,0,Construction/infrastructure/gardening,1,17,398,15,summer,7,2017
6,0,71,0,0,0,Office administration/logistics,2,8,250,26,summer,7,2017
0,0,25,3,0,0,Customer service and technical support,16,1,335,15,summer,7,2017
0,0,22,0,0,0,Securities/finance/investment,0,2,181,6,summer,7,2017
2,0,7,0,0,0,Insurance,7,0,123,0,summer,7,2017
2,0,7,0,0,0,Production/operation,0,1,18,7,summer,7,2017
1,0,11,0,0,0,QMS/safety/environmental protection,0,0,28,0,summer,7,2017
0,0,2,6,0,0,Technical work,4,3,207,26,summer,7,2017
0,0,5,0,0,0,Procurement,0,4,18,1,summer,7,2017
2,0,1,0,0,0,Trade,0,0,31,1,summer,7,2017
1,0,3,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,0,29,3,summer,7,2017
1,0,2,0,0,0,Advertising,0,1,22,1,summer,7,2017
2,0,2,0,0,0,Literature/screenwriting/writing,0,0,6,0,summer,7,2017
0,0,8,0,0,0,Real property,10,0,978,17,summer,7,2017
0,0,2,0,0,0,Property management,4,0,76,18,summer,7,2017
0,0,3,7,0,0,Restaurants & recreation,4,0,415,53,summer,7,2017
0,0,20,2,0,0,Hotels/tourism,10,2,201,9,summer,7,2017
0,0,0,0,0,0,Beauty and personal care,0,4,50,3,summer,7,2017
0,0,14,1,0,0,General merchandise/chains/retail,5,10,289,6,summer,7,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,55,21,summer,7,2017
1,0,41,0,0,0,Graduates,0,0,702,9,summer,7,2017
3,0,32,1,0,0,Other,3,9,186,17,summer,7,2017
0,0,137,0,0,0,,39,2,2338,120,summer,8,2017
6,0,29,0,0,0,Computer software,3,0,211,7,summer,8,2017
6,0,85,0,0,0,Sales management,11,4,1048,78,summer,8,2017
9,0,96,2,0,0,market/marketing,7,11,1183,54,summer,8,2017
2,0,139,2,0,0,Sales,36,18,3062,123,summer,8,2017
2,0,2,0,0,0,Computer hardware,1,0,25,0,summer,8,2017
1,0,23,0,0,0,Internet development and application,2,0,64,2,summer,8,2017
0,0,3,0,0,0,IT-Management,0,0,4,1,summer,8,2017
5,0,13,0,0,0,"IT-QM, technical support and more",1,0,72,10,summer,8,2017
1,0,1,0,0,0,Communications technology,0,0,6,0,summer,8,2017
11,0,17,0,0,0,Electronics/appliances/semiconductor/instrumentation,2,2,94,4,summer,8,2017
7,0,136,2,0,0,Finance/auditing/tax,5,7,351,31,summer,8,2017
28,0,45,0,0,0,Engineering/machinery/energy,0,18,506,23,summer,8,2017
9,0,78,0,0,0,HR,7,1,361,31,summer,8,2017
15,0,7,0,0,0,Senior management,4,0,46,1,summer,8,2017
2,0,27,16,0,0,Logistics/warehousing,19,12,562,28,summer,8,2017
7,0,67,0,0,0,Art/graphics/Animation design,1,19,427,29,summer,8,2017
2,0,0,0,0,0,Legal profession/law,0,0,7,1,summer,8,2017
14,0,11,0,0,0,Education,0,0,269,7,summer,8,2017
2,0,5,0,0,0,Hospital/medical/care,2,0,54,6,summer,8,2017
2,0,15,0,0,0,Counsel/consulting,13,0,519,3,summer,8,2017
0,0,2,11,0,0,Transportation service,0,0,82,16,summer,8,2017
14,0,75,0,0,0,Construction/infrastructure/gardening,2,15,1058,7,summer,8,2017
0,0,9,0,0,0,Banking,1,1,81,0,summer,8,2017
26,0,159,1,0,0,Office administration/logistics,11,8,548,66,summer,8,2017
4,0,62,0,0,0,Customer service and technical support,26,7,797,18,summer,8,2017
10,0,9,0,0,0,Securities/finance/investment,1,0,123,2,summer,8,2017
3,0,13,0,0,0,Insurance,0,0,74,1,summer,8,2017
2,0,24,4,0,0,Production/operation,16,12,332,20,summer,8,2017
3,0,12,3,0,0,QMS/safety/environmental protection,9,9,112,5,summer,8,2017
0,0,18,36,0,0,Technical work,35,33,2360,131,summer,8,2017
3,0,7,0,0,0,Procurement,0,4,23,2,summer,8,2017
4,0,9,0,0,0,Trade,0,6,98,3,summer,8,2017
14,0,19,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,0,0,141,5,summer,8,2017
0,0,1,0,0,0,Advertising,0,0,13,3,summer,8,2017
0,0,0,0,0,0,"Movies, TV and recreation",0,0,215,7,summer,8,2017
1,0,5,0,0,0,Literature/screenwriting/writing,0,0,18,0,summer,8,2017
0,0,6,2,0,0,Real property,2,0,1509,26,summer,8,2017
0,0,7,2,0,0,Property management,10,0,281,33,summer,8,2017
0,0,9,5,0,0,Restaurants & recreation,19,2,1105,90,summer,8,2017
1,0,12,1,0,0,Hotels/tourism,3,1,163,12,summer,8,2017
0,0,2,1,0,0,Beauty and personal care,25,0,295,5,summer,8,2017
1,0,38,11,0,0,General merchandise/chains/retail,42,20,1241,30,summer,8,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,161,23,summer,8,2017
5,0,52,0,0,0,Graduates,1,0,658,18,summer,8,2017
14,0,27,7,0,0,Other,14,19,968,44,summer,8,2017
8,0,126,0,0,0,,24,12,1692,48,autumn,9,2017
1,0,2,0,0,0,Computer software,0,0,14,4,autumn,9,2017
6,0,88,3,0,0,Sales management,18,8,1220,69,autumn,9,2017
8,0,90,7,0,0,market/marketing,16,7,1411,56,autumn,9,2017
2,0,116,7,0,0,Sales,33,18,2243,79,autumn,9,2017
2,0,0,0,0,0,Computer hardware,1,0,10,0,autumn,9,2017
1,0,17,0,0,0,Internet development and application,2,0,56,6,autumn,9,2017
0,0,5,0,0,0,IT-Management,0,0,14,1,autumn,9,2017
1,0,8,0,0,0,"IT-QM, technical support and more",0,0,21,0,autumn,9,2017
2,0,0,0,0,0,Communications technology,0,0,2,0,autumn,9,2017
8,0,28,0,0,0,Electronics/appliances/semiconductor/instrumentation,6,5,301,2,autumn,9,2017
19,0,110,0,0,0,Finance/auditing/tax,0,0,338,34,autumn,9,2017
21,0,78,0,0,0,Engineering/machinery/energy,8,4,574,19,autumn,9,2017
7,0,84,0,0,0,HR,0,0,369,33,autumn,9,2017
3,0,2,0,0,0,Senior management,0,8,18,4,autumn,9,2017
2,0,32,7,0,0,Logistics/warehousing,13,15,405,41,autumn,9,2017
4,0,55,0,0,0,Art/graphics/Animation design,3,0,222,10,autumn,9,2017
1,0,2,0,0,1,Science & Technology,0,0,28,2,autumn,9,2017
0,0,0,0,0,0,Legal profession/law,0,0,8,4,autumn,9,2017
20,0,7,0,0,0,Education,0,1,136,2,autumn,9,2017
0,0,6,0,0,0,Hospital/medical/care,0,2,45,4,autumn,9,2017
13,0,13,0,0,0,Counsel/consulting,8,1,426,3,autumn,9,2017
0,0,0,9,0,0,Transportation service,3,1,124,21,autumn,9,2017
0,0,2,0,0,0,Translation,0,0,4,0,autumn,9,2017
